fate,count,library,sample
low quality barcode,3666722,Lib-3,2022-03-14_thaw-3_antibody_2130-1-0114-112_0.159896_1
unparseable barcode,527184,Lib-3,2022-03-14_thaw-3_antibody_2130-1-0114-112_0.159896_1
failed chastity filter,0,Lib-3,2022-03-14_thaw-3_antibody_2130-1-0114-112_0.159896_1
valid barcode,16518966,Lib-3,2022-03-14_thaw-3_antibody_2130-1-0114-112_0.159896_1
invalid barcode,2389535,Lib-3,2022-03-14_thaw-3_antibody_2130-1-0114-112_0.159896_1
